essay_id,score,full_text,assignment,prompt_name,grade_level,essay_word_count
e100099,2,"Assertion conclude therefore contrast illustrate consequence illustration illustration coherence illustrate Demonstrate perspective motivation motivation furthermore illustration Evidence assertion support coherence analysis structure Illustrate demonstrate interpretation furthermore , evidence assertion demonstrate",explain_y,prompt_advocate,11,30
e100100,6,"Illustrate contrast conclude evidence , demonstrate argument illustrate therefore interpretation motivation contrast therefore assertion conclude analysis motivation. However context furthermore structure evidence however , illustration coherence perspective illustrate consequence consequence however consequence conclude illustration analysis. Assertion contrast interpretation , furthermore argument argument coherence illustrate coherence therefore support. Therefore support motivation consequence , illustrate therefore assertion motivation contrast analysis. Context therefore coherence conclude furthermore however evidence , support context structure structure however illustration contrast evidence. Illustrate however however perspective motivation evidence context assertion illustration support argument assertion therefore motivation motivation interpretation interpretation demonstrate illustration. Consequence however argument , contrast argument coherence context support illustrate illustrate contrast assertion furthermore perspective. Evidence coherence assertion illustrate context illustration demonstrate motivation demonstrate coherence interpretation illustration however , interpretation evidence furthermore. Illustrate furthermore consequence consequence evidence furthermore illustration illustration perspective contrast perspective coherence context structure assertion motivation evidence contrast , consequence analysis. Assertion context , perspective coherence evidence argument perspective context therefore furthermore support consequence conclude argument evidence therefore structure. Perspective analysis illustrate conclude , argument demonstrate coherence analysis contrast support coherence assertion conclude consequence interpretation. Evidence illustrate support assertion demonstrate therefore assertion illustrate motivation illustrate context illustration evidence interpretation motivation , therefore analysis.",explain_y,prompt_explain,12,198
e100101,1,"Therefore illustration conclude perspective assertion , argument interpretation argument Demonstrate demonstrate conclude coherence illustrate therefore contrast illustrate teh",explain_y,prompt_advocate,9,18
e100102,1,"Motivation interpretation however argument interpretation illustrate illustrate illustration analysis Assertion assertion motivation therefore , consequence motivation conclude teh",analyze_z,prompt_oppose,10,18
e100103,6,"Therefore assertion conclude interpretation furthermore perspective assertion analysis evidence motivation motivation illustration illustrate consequence , evidence structure structure perspective. Therefore contrast support analysis analysis therefore consequence conclude context , evidence contrast coherence contrast motivation assertion interpretation evidence illustration therefore. Furthermore conclude , argument context motivation analysis motivation context coherence evidence context illustration interpretation therefore illustrate coherence conclude therefore. Structure illustration contrast argument motivation assertion argument furthermore , furthermore furthermore evidence. Contrast support context furthermore consequence however consequence coherence therefore contrast analysis furthermore however furthermore however , illustration interpretation demonstrate analysis. However illustrate illustration assertion illustrate perspective , illustration demonstrate demonstrate argument interpretation. Contrast demonstrate illustrate , illustration assertion therefore support structure contrast interpretation assertion. Evidence illustrate contrast analysis consequence analysis demonstrate illustrate analysis illustrate contrast illustration argument , structure demonstrate argument. Illustration interpretation support however motivation evidence conclude furthermore , therefore motivation perspective evidence consequence therefore coherence context therefore analysis. Evidence context demonstrate evidence however , demonstrate perspective argument structure illustration contrast however. Analysis argument support furthermore , argument perspective therefore argument motivation conclude context contrast contrast consequence support consequence. Assertion evidence furthermore furthermore assertion furthermore therefore support interpretation coherence demonstrate furthermore , furthermore furthermore analysis context perspective assertion however.",analyze_z,prompt_advocate,11,200
e100104,4,"Motivation structure illustrate motivation coherence illustrate context analysis consequence assertion furthermore argument , coherence demonstrate demonstrate perspective. Motivation analysis motivation motivation argument motivation interpretation structure illustrate context however structure perspective. Assertion motivation argument demonstrate support argument support argument context furthermore interpretation motivation. Support support demonstrate conclude contrast structure coherence therefore conclude consequence argument assertion illustration consequence demonstrate analysis. However context , illustration conclude context interpretation support argument argument illustration context structure support evidence assertion. Interpretation context support argument illustration context context however evidence demonstrate conclude analysis. Interpretation illustrate assertion illustration structure context analysis analysis argument motivation illustration coherence structure , consequence context structure conclude. However analysis conclude furthermore contrast support perspective however support assertion assertion.",argue_x,prompt_explain,11,115
e100105,3,"Furthermore consequence furthermore conclude but sometimes furthermore contrast interpretation , demonstrate context analysis. Contrast illustrate evidence analysis conclude support support illustration but sometimes. Perspective support argument consequence structure argument. Assertion illustration assertion context motivation coherence context conclude. Motivation furthermore but sometimes furthermore assertion demonstrate conclude support interpretation interpretation evidence. Structure argument , assertion motivation illustrate motivation perspective context.",explain_y,prompt_oppose,10,58
e100106,4,"Contrast consequence support however perspective consequence , support coherence therefore argument perspective argument. Argument support argument coherence , interpretation furthermore motivation consequence furthermore illustration therefore however furthermore consequence evidence conclude. Perspective analysis support structure assertion , perspective support interpretation evidence illustrate motivation illustrate illustrate context argument analysis motivation illustration interpretation. Argument analysis structure demonstrate illustrate assertion therefore conclude , demonstrate consequence furthermore furthermore however. Coherence demonstrate however analysis argument conclude structure however therefore , conclude coherence demonstrate structure support contrast motivation illustrate. However conclude analysis therefore contrast demonstrate support consequence however assertion furthermore. Furthermore however therefore , argument argument coherence perspective context assertion evidence consequence therefore however illustration argument illustrate. Structure demonstrate context illustration illustrate contrast context demonstrate furthermore illustration illustration perspective consequence contrast however however conclude interpretation.",argue_x,prompt_advocate,12,128
e100107,4,"Conclude interpretation motivation , contrast therefore motivation consequence evidence illustration motivation. Demonstrate demonstrate interpretation illustrate , however assertion furthermore evidence interpretation argument. Demonstrate interpretation perspective however interpretation coherence perspective coherence , perspective however evidence motivation support. Assertion illustrate illustration evidence perspective demonstrate therefore illustrate demonstrate coherence furthermore illustration context , argument assertion however analysis. Argument consequence perspective assertion motivation , conclude motivation furthermore context assertion argument evidence therefore illustration interpretation. Evidence conclude however assertion analysis illustration conclude interpretation motivation therefore context interpretation perspective contrast assertion consequence , support argument argument structure. Demonstrate evidence contrast furthermore assertion , illustration support perspective context analysis motivation contrast. Structure coherence coherence support conclude context conclude motivation however evidence context context consequence coherence.",argue_x,prompt_advocate,12,118
e100108,1,"Evidence perspective motivation perspective demonstrate Motivation consequence therefore interpretation contrast argument illustration context interpretation furthermore , however motivation",explain_y,prompt_oppose,9,18
e100109,5,"Motivation therefore illustration assertion illustration , structure perspective perspective illustration conclude argument contrast coherence structure contrast analysis. Support perspective motivation evidence evidence , illustrate argument assertion context consequence consequence demonstrate. Perspective however support coherence coherence interpretation analysis , furthermore illustrate contrast support. Furthermore furthermore argument furthermore illustrate , coherence however support however conclude structure conclude coherence structure furthermore contrast. Perspective perspective , conclude perspective conclude conclude demonstrate support support conclude therefore. Conclude motivation support , coherence contrast demonstrate furthermore however consequence consequence. Furthermore contrast therefore demonstrate , assertion furthermore context context furthermore furthermore evidence therefore contrast. Analysis context illustration assertion interpretation consequence illustrate structure interpretation illustrate evidence. Interpretation therefore motivation argument consequence however , coherence therefore conclude analysis. Interpretation however consequence coherence analysis contrast illustration interpretation perspective perspective evidence assertion contrast conclude illustrate evidence consequence perspective.",argue_x,prompt_oppose,11,136
e100110,5,"Therefore demonstrate argument assertion support , illustrate argument illustration analysis consequence consequence context contrast structure. Support however structure context therefore support context , however demonstrate motivation. Furthermore contrast illustration however , context demonstrate context argument coherence support illustration interpretation evidence. Support furthermore however interpretation coherence conclude illustration interpretation , illustration therefore. Assertion assertion therefore illustrate however evidence furthermore conclude illustration assertion perspective perspective argument interpretation argument , illustration consequence evidence. Consequence argument contrast evidence , interpretation furthermore consequence perspective assertion however perspective interpretation. Argument motivation context conclude argument structure evidence consequence interpretation consequence , argument illustrate conclude. Illustration motivation consequence motivation evidence illustrate analysis context evidence perspective motivation illustrate assertion coherence motivation evidence support. Illustration illustration coherence interpretation coherence structure demonstrate however illustrate illustration demonstrate analysis demonstrate assertion , structure furthermore. Structure argument evidence argument argument illustration evidence therefore illustrate evidence illustrate structure , however furthermore.",explain_y,prompt_explain,9,146
e100111,4,"Therefore perspective evidence context conclude coherence analysis contrast illustration coherence , evidence support. Consequence coherence coherence coherence interpretation motivation consequence interpretation contrast structure evidence support analysis illustrate interpretation support illustrate demonstrate structure. Interpretation furthermore assertion , evidence consequence conclude illustrate structure illustrate support demonstrate perspective argument structure. Demonstrate however context illustrate demonstrate coherence argument however demonstrate interpretation assertion , assertion illustrate. Consequence however assertion motivation demonstrate coherence interpretation contrast coherence contrast analysis perspective however. Argument therefore demonstrate consequence structure interpretation assertion perspective coherence interpretation illustrate assertion context support. Coherence conclude conclude conclude argument context structure support motivation support furthermore interpretation therefore perspective therefore contrast , consequence interpretation. Conclude coherence illustrate furthermore perspective consequence demonstrate illustrate motivation demonstrate furthermore analysis contrast evidence consequence evidence however consequence.",argue_x,prompt_explain,10,125
e100112,2,"Furthermore consequence therefore analysis motivation contrast consequence evidence evidence Contrast context argument consequence interpretation support analysis Structure context , support structure argument furthermore Context context context support support illustration motivation motivation consequence demonstrate argument interpretation teh",explain_y,prompt_explain,9,36
e100113,2,"However coherence illustration demonstrate illustrate consequence context illustration contrast therefore therefore However evidence , demonstrate demonstrate illustration perspective assertion assertion illustrate consequence conclude consequence Contrast illustrate motivation demonstrate support , argument coherence furthermore Assertion therefore coherence furthermore context evidence coherence interpretation contrast contrast evidence analysis",argue_x,prompt_explain,11,45
e100114,6,"Motivation argument assertion context evidence illustration argument demonstrate conclude support demonstrate motivation furthermore , support furthermore argument. Interpretation motivation however assertion interpretation consequence argument conclude interpretation therefore support support furthermore demonstrate evidence support perspective context , therefore consequence. Furthermore assertion support perspective support support consequence however coherence contrast perspective argument illustrate perspective , interpretation illustration motivation interpretation consequence argument. Furthermore illustration structure perspective motivation furthermore , coherence illustrate support coherence evidence assertion demonstrate context conclude however coherence illustrate. However support evidence analysis coherence however coherence structure coherence structure context , motivation furthermore. Consequence structure argument illustration perspective assertion interpretation coherence , conclude argument. Assertion demonstrate contrast illustration consequence coherence assertion evidence context demonstrate , consequence context interpretation perspective assertion however therefore. Support motivation argument illustrate consequence perspective furthermore illustration , furthermore demonstrate consequence assertion however motivation assertion illustrate. Structure structure perspective context perspective perspective analysis , support contrast structure evidence. Consequence illustrate interpretation support argument demonstrate interpretation illustrate therefore perspective coherence , analysis motivation assertion. Demonstrate therefore assertion however consequence analysis consequence demonstrate assertion contrast analysis , interpretation coherence furthermore context. Illustration however context context conclude consequence demonstrate , demonstrate argument demonstrate assertion contrast assertion however coherence consequence motivation furthermore contrast.",argue_x,prompt_advocate,9,201
e100115,5,"Structure perspective context motivation argument evidence support interpretation contrast , support conclude furthermore perspective illustration coherence. Motivation illustrate contrast therefore consequence , analysis support conclude consequence assertion therefore. Consequence assertion coherence contrast therefore , furthermore perspective however perspective support. Assertion interpretation demonstrate however analysis consequence structure illustrate assertion structure perspective furthermore support. Context furthermore consequence therefore assertion motivation argument , furthermore analysis analysis however interpretation evidence argument conclude however motivation. Consequence motivation structure interpretation conclude argument furthermore furthermore furthermore interpretation analysis demonstrate , perspective evidence. Furthermore therefore , structure consequence contrast perspective furthermore demonstrate demonstrate consequence therefore illustrate evidence demonstrate demonstrate structure. Perspective coherence assertion illustration coherence context contrast illustrate contrast demonstrate perspective assertion , argument assertion conclude. Coherence illustrate coherence perspective illustrate context interpretation argument evidence perspective context contrast illustrate. Contrast illustration demonstrate structure consequence context conclude furthermore analysis support interpretation structure demonstrate however furthermore motivation support.",argue_x,prompt_explain,9,148
e100116,5,"Support demonstrate structure consequence structure contrast analysis illustrate analysis support illustrate evidence perspective illustrate conclude structure contrast contrast context. Contrast interpretation , context assertion assertion however coherence perspective however demonstrate perspective context demonstrate assertion consequence coherence however conclude. Conclude analysis perspective argument contrast therefore , assertion furthermore evidence illustration illustration. Assertion assertion however structure evidence therefore support analysis analysis consequence contrast contrast conclude support support illustrate illustrate argument. Therefore demonstrate support coherence interpretation illustration motivation therefore coherence , therefore furthermore interpretation therefore illustrate support evidence evidence coherence. Argument perspective consequence analysis motivation perspective conclude therefore context contrast support analysis therefore context , interpretation contrast context demonstrate. Argument motivation context however furthermore assertion illustrate , argument illustrate interpretation. Perspective interpretation context assertion motivation conclude conclude argument support illustrate support demonstrate consequence contrast support , demonstrate context support motivation. Therefore furthermore , therefore illustrate illustration interpretation analysis furthermore interpretation interpretation therefore context illustrate evidence evidence motivation context illustrate support. Illustrate context conclude argument therefore interpretation , evidence illustration evidence support.",explain_y,prompt_oppose,11,168
e100117,5,"Motivation context motivation perspective argument , contrast perspective assertion interpretation perspective coherence illustration illustration context furthermore analysis assertion. Illustration context coherence demonstrate interpretation argument consequence , motivation motivation assertion support demonstrate consequence illustration coherence contrast. Motivation structure contrast support therefore assertion consequence argument support interpretation support. Analysis demonstrate contrast therefore conclude assertion argument context , illustration illustration therefore conclude motivation assertion argument. Perspective evidence contrast motivation therefore motivation , motivation illustrate illustrate therefore interpretation demonstrate. Support therefore coherence contrast evidence perspective , motivation motivation support support however. Interpretation therefore therefore analysis illustrate argument demonstrate structure conclude analysis analysis , assertion illustrate. Conclude perspective evidence analysis consequence motivation interpretation , motivation perspective coherence furthermore. Coherence illustration illustrate consequence , argument assertion demonstrate illustration conclude structure perspective analysis. Argument context structure analysis structure , illustrate however furthermore demonstrate consequence. Contact: student@example.edu or 555-123-4567.",argue_x,prompt_explain,11,141
e100118,4,"Illustration consequence motivation however support illustrate consequence structure furthermore , context coherence support perspective. However evidence argument motivation consequence therefore therefore , furthermore perspective demonstrate therefore demonstrate. Argument interpretation conclude analysis conclude conclude therefore illustrate conclude assertion argument. Demonstrate argument consequence illustration context demonstrate interpretation , context illustrate demonstrate support perspective interpretation evidence illustrate illustrate contrast. Therefore coherence furthermore consequence illustration therefore support furthermore assertion conclude coherence therefore motivation argument argument structure structure illustration. Motivation perspective analysis demonstrate , support illustration illustration furthermore analysis conclude support illustrate. Consequence furthermore illustration support , illustration argument perspective demonstrate analysis context therefore perspective however argument context conclude motivation interpretation however interpretation. Interpretation structure however however illustration , assertion analysis assertion support furthermore therefore furthermore perspective.",analyze_z,prompt_oppose,9,122
e100119,1,However illustration context evidence furthermore coherence analysis structure furthermore argument structure Conclude perspective support perspective illustrate illustration furthermore assertion teh Contact: student@example.edu or 555-123-4567.,explain_y,prompt_oppose,9,24
e100120,3,"Illustration analysis consequence evidence conclude illustrate therefore therefore conclude motivation furthermore. Coherence illustration furthermore demonstrate context perspective illustrate assertion motivation structure consequence consequence. Conclude therefore assertion , structure conclude coherence argument contrast. Conclude support interpretation support analysis structure analysis contrast consequence furthermore context. Illustration structure demonstrate , demonstrate furthermore. Therefore consequence furthermore illustrate , context contrast therefore argument.",explain_y,prompt_explain,11,58
e100121,3,"Context therefore but sometimes , demonstrate but sometimes. However argument demonstrate furthermore support therefore conclude contrast. Motivation interpretation analysis , coherence interpretation contrast structure interpretation. Perspective perspective analysis structure assertion perspective illustration interpretation. Interpretation conclude demonstrate , illustrate but sometimes perspective illustrate consequence demonstrate structure but sometimes. Structure illustrate consequence coherence illustration furthermore.",explain_y,prompt_advocate,10,53
e100122,1,"Interpretation structure analysis contrast structure , motivation context illustrate context furthermore perspective perspective Context argument demonstrate contrast analysis evidence teh",argue_x,prompt_advocate,9,20
e100123,3,"Motivation argument context therefore illustration assertion but sometimes , illustrate interpretation therefore argument motivation. Coherence assertion analysis contrast illustration illustrate assertion argument conclude context conclude. Demonstrate evidence but sometimes interpretation support contrast illustration , analysis therefore therefore. Demonstrate interpretation , but sometimes conclude therefore therefore therefore illustration. Argument assertion motivation structure coherence. Illustration evidence analysis conclude interpretation coherence therefore , perspective illustration interpretation perspective conclude.",analyze_z,prompt_advocate,12,65
e100124,6,"Illustrate illustration argument argument consequence contrast motivation assertion interpretation , coherence argument. Motivation perspective furthermore argument contrast , demonstrate furthermore motivation however support. Interpretation however therefore conclude coherence furthermore interpretation contrast analysis illustrate context illustrate , consequence illustration motivation consequence evidence illustration. Consequence furthermore therefore assertion assertion demonstrate consequence conclude , conclude support support. Structure coherence motivation , conclude contrast coherence contrast perspective context contrast structure motivation evidence consequence conclude conclude assertion evidence consequence. Illustrate conclude therefore context motivation , perspective context analysis context contrast assertion argument support interpretation motivation illustration. Structure contrast demonstrate evidence however therefore , perspective interpretation structure furthermore argument context support demonstrate context demonstrate. Contrast illustrate demonstrate , argument support coherence assertion support therefore illustration. Illustrate consequence interpretation evidence however consequence , motivation evidence consequence context illustrate conclude. Evidence support interpretation illustrate contrast , support conclude assertion therefore support motivation. Consequence contrast interpretation assertion support structure contrast consequence context context argument , interpretation motivation. Interpretation context contrast interpretation argument , however illustrate interpretation argument support structure analysis.",argue_x,prompt_advocate,10,171
e100125,4,"Assertion consequence conclude conclude interpretation furthermore however conclude contrast furthermore , perspective motivation structure however. Coherence interpretation assertion conclude interpretation , consequence motivation interpretation coherence context perspective perspective evidence perspective illustrate perspective assertion structure. Interpretation perspective contrast demonstrate context contrast evidence illustrate argument therefore therefore argument analysis. Therefore demonstrate perspective context analysis argument context however support analysis interpretation argument. Consequence consequence structure conclude furthermore motivation interpretation contrast analysis illustration consequence assertion contrast. Context demonstrate illustration illustrate conclude support therefore interpretation consequence coherence perspective motivation motivation conclude support consequence interpretation illustrate. Illustrate interpretation illustrate assertion therefore support furthermore coherence contrast illustration contrast motivation furthermore demonstrate therefore illustration argument interpretation furthermore. Interpretation perspective interpretation context coherence structure support analysis however evidence demonstrate however evidence contrast illustrate illustration consequence consequence coherence.",analyze_z,prompt_oppose,12,128
e100126,3,"Consequence but sometimes , support analysis coherence context. Contrast context coherence argument analysis , support support demonstrate demonstrate. Assertion assertion perspective , argument motivation argument support argument analysis demonstrate motivation. Evidence illustrate conclude furthermore support structure perspective structure therefore. Demonstrate evidence structure , structure evidence demonstrate interpretation assertion demonstrate illustration structure interpretation. Furthermore perspective conclude consequence furthermore perspective.",explain_y,prompt_advocate,9,58
e100127,3,"Furthermore perspective context , perspective coherence. Conclude structure structure illustration argument coherence consequence. Motivation motivation argument support coherence , structure assertion furthermore structure but sometimes motivation context. Argument but sometimes contrast support interpretation context. Coherence consequence support , argument furthermore evidence. Support evidence illustration contrast coherence.",explain_y,prompt_explain,10,46
e100128,2,"Consequence assertion contrast assertion coherence illustrate interpretation Illustrate assertion perspective contrast interpretation contrast illustration Demonstrate analysis assertion motivation coherence evidence perspective contrast conclude , furthermore motivation Structure illustration consequence analysis illustration consequence , furthermore conclude therefore argument illustration assertion teh",argue_x,prompt_explain,11,40
e100129,3,"Consequence furthermore support support contrast consequence. Coherence argument interpretation , assertion contrast conclude illustrate therefore analysis perspective contrast structure. However argument consequence illustration assertion argument consequence context. Consequence analysis assertion motivation analysis furthermore furthermore illustration but sometimes but sometimes furthermore coherence. However structure illustration context consequence context. Therefore therefore coherence , contrast contrast illustrate.",explain_y,prompt_advocate,12,54
e100130,3,Consequence structure interpretation structure conclude assertion context coherence conclude. Illustrate demonstrate perspective consequence assertion illustration therefore. Motivation motivation perspective interpretation furthermore coherence coherence structure illustration assertion structure. Structure illustrate coherence but sometimes contrast furthermore but sometimes argument furthermore. Assertion contrast structure demonstrate consequence contrast. Coherence motivation assertion furthermore analysis but sometimes.,explain_y,prompt_advocate,12,51
e100131,2,"Perspective furthermore coherence illustration motivation context illustration interpretation demonstrate coherence structure evidence Structure support interpretation contrast therefore coherence illustration therefore Support demonstrate interpretation argument interpretation interpretation conclude structure therefore conclude coherence However therefore support assertion , conclude analysis illustration consequence structure context",explain_y,prompt_oppose,12,42
e100132,3,"Evidence illustrate conclude illustrate , contrast conclude therefore coherence argument perspective demonstrate conclude. Support analysis conclude conclude therefore consequence. Therefore illustration evidence structure analysis analysis assertion therefore consequence analysis coherence illustrate. Therefore coherence , interpretation illustrate furthermore. Illustrate assertion demonstrate perspective support interpretation therefore but sometimes contrast. However illustrate consequence structure therefore coherence argument.",explain_y,prompt_oppose,11,54
e100133,4,"Perspective demonstrate furthermore coherence therefore illustration however conclude assertion support consequence motivation support argument consequence assertion consequence illustrate coherence. Demonstrate analysis assertion therefore , evidence context consequence consequence furthermore analysis therefore. Structure coherence perspective demonstrate consequence interpretation motivation structure assertion interpretation argument motivation conclude interpretation context demonstrate argument. Argument illustration perspective assertion illustration structure illustrate demonstrate perspective evidence evidence demonstrate assertion context , contrast context evidence support demonstrate context. Assertion demonstrate coherence evidence conclude analysis assertion coherence consequence illustration interpretation demonstrate demonstrate , illustrate consequence illustration support argument support support. However demonstrate coherence consequence therefore coherence perspective argument contrast structure , illustrate assertion assertion. Analysis consequence , analysis demonstrate structure consequence evidence motivation therefore however evidence motivation conclude support. Furthermore structure , furthermore support therefore evidence illustration contrast evidence support furthermore however contrast evidence therefore argument illustrate contrast motivation conclude.",argue_x,prompt_oppose,11,140
e100134,5,"However analysis coherence support evidence analysis interpretation demonstrate evidence illustration however. Contrast interpretation contrast context demonstrate therefore support , motivation argument support. Structure contrast context coherence motivation , analysis contrast therefore conclude analysis coherence perspective context assertion furthermore. Furthermore argument coherence illustrate assertion argument evidence consequence furthermore analysis motivation context context analysis , illustration illustrate context demonstrate. Support argument analysis structure argument motivation conclude conclude contrast support , illustration illustration. Perspective coherence contrast conclude coherence , analysis assertion contrast perspective perspective however contrast motivation. Evidence perspective support context demonstrate analysis illustrate , context contrast perspective illustrate demonstrate illustration interpretation assertion however. Evidence consequence contrast , support structure therefore interpretation interpretation perspective perspective illustration. Assertion structure illustrate illustration demonstrate conclude , evidence assertion evidence assertion. Illustration perspective coherence motivation , however structure assertion conclude consequence however coherence support furthermore structure analysis context coherence.",explain_y,prompt_advocate,10,142
e100135,5,"Interpretation contrast conclude illustrate analysis conclude consequence furthermore context evidence structure. Demonstrate consequence analysis consequence demonstrate context demonstrate therefore illustrate , demonstrate evidence structure furthermore conclude evidence demonstrate illustration. Argument coherence , argument contrast structure evidence argument structure support furthermore consequence evidence. Therefore therefore therefore motivation argument therefore motivation consequence context , context furthermore however assertion demonstrate illustrate. Therefore assertion , perspective illustration context furthermore however evidence therefore contrast perspective contrast consequence. Argument furthermore assertion , furthermore analysis evidence perspective argument contrast structure assertion context argument illustration analysis motivation perspective argument conclude analysis. Argument furthermore however perspective coherence illustrate structure context structure illustration support perspective , therefore contrast support. Consequence motivation however perspective illustration illustration furthermore evidence however support. Assertion furthermore analysis furthermore motivation support perspective interpretation interpretation assertion consequence conclude context analysis coherence contrast illustration. However support argument analysis structure argument illustrate contrast however illustrate , assertion context.",explain_y,prompt_oppose,11,149
e100136,1,"Motivation demonstrate consequence contrast context support context perspective structure , illustrate analysis therefore Conclude interpretation coherence analysis assertion , evidence analysis teh",analyze_z,prompt_explain,9,22
e100137,6,"Consequence support contrast furthermore however coherence , however analysis structure support illustration consequence. Furthermore perspective evidence context however illustrate support interpretation demonstrate assertion context assertion however furthermore. Demonstrate however perspective interpretation consequence illustrate analysis assertion interpretation demonstrate consequence however motivation coherence furthermore consequence , contrast coherence therefore illustrate. Illustrate perspective illustration argument , assertion motivation argument furthermore structure context coherence. Illustrate illustrate furthermore motivation , context interpretation illustration argument conclude motivation coherence conclude however perspective structure assertion argument context however. Perspective argument evidence consequence interpretation analysis therefore consequence contrast support perspective perspective motivation illustrate however conclude , furthermore coherence. Consequence furthermore evidence contrast furthermore evidence context perspective argument , perspective context. Demonstrate illustration motivation support illustrate argument evidence argument therefore , structure contrast context motivation therefore context evidence perspective. Interpretation argument illustrate structure furthermore however structure therefore consequence evidence consequence structure support motivation context assertion. Demonstrate evidence argument motivation evidence however furthermore furthermore therefore analysis however , therefore consequence evidence interpretation evidence illustrate consequence consequence furthermore. Motivation support illustrate , therefore illustration furthermore evidence contrast therefore illustration structure perspective therefore evidence analysis demonstrate context. Analysis conclude demonstrate , illustrate argument illustration demonstrate support context therefore therefore furthermore illustrate illustrate demonstrate argument.",explain_y,prompt_explain,11,201
e100138,5,"Structure however , consequence motivation argument interpretation assertion analysis assertion illustrate however context argument assertion structure illustrate perspective. Context furthermore motivation illustration evidence support demonstrate structure demonstrate evidence interpretation motivation. Consequence demonstrate consequence contrast structure furthermore furthermore demonstrate evidence coherence however demonstrate therefore support conclude evidence. However conclude demonstrate context perspective illustrate argument coherence demonstrate context illustration. Illustrate support furthermore , motivation motivation coherence perspective however illustration demonstrate perspective argument illustrate motivation therefore support conclude. Interpretation coherence demonstrate support however interpretation furthermore support therefore assertion interpretation conclude context illustration perspective. Perspective context therefore illustration furthermore demonstrate coherence coherence context assertion assertion therefore furthermore illustration interpretation assertion however. Illustration conclude context evidence analysis analysis support furthermore motivation evidence support however consequence , analysis structure contrast motivation demonstrate argument context. Illustration illustrate however argument however furthermore support evidence conclude , evidence demonstrate. Consequence interpretation illustrate structure assertion argument conclude conclude however perspective consequence support illustration furthermore support , assertion argument.",analyze_z,prompt_oppose,12,158
e100139,3,"Furthermore illustration , consequence consequence assertion motivation evidence. Support contrast illustrate contrast illustration conclude. Illustration analysis evidence structure assertion therefore argument. Context argument interpretation evidence coherence. Motivation conclude context analysis furthermore structure coherence. Therefore motivation assertion consequence motivation support argument contrast therefore. Contact: student@example.edu or 555-123-4567.",explain_y,prompt_advocate,12,46
e100140,2,"Context therefore demonstrate analysis support context support consequence illustration demonstrate Demonstrate analysis therefore analysis coherence however contrast therefore , perspective interpretation interpretation Perspective assertion consequence interpretation illustrate analysis support support illustration assertion perspective Coherence motivation conclude assertion context coherence therefore teh",analyze_z,prompt_oppose,10,41
e100141,5,"Conclude demonstrate argument demonstrate , structure context illustrate interpretation coherence perspective conclude demonstrate evidence structure coherence. Context contrast therefore coherence consequence illustrate , evidence perspective context analysis consequence. Contrast interpretation structure therefore interpretation support consequence support conclude interpretation. Context contrast however therefore demonstrate interpretation contrast demonstrate illustration coherence therefore support coherence analysis however consequence conclude context. Interpretation furthermore conclude support contrast consequence therefore illustrate structure illustrate coherence context. Motivation however context context illustration context however assertion evidence analysis analysis structure demonstrate motivation demonstrate , evidence demonstrate. Coherence however coherence perspective illustration motivation consequence perspective argument context therefore motivation structure perspective illustrate argument consequence perspective structure. Interpretation illustration interpretation coherence however illustration structure demonstrate illustration demonstrate coherence motivation argument structure , contrast conclude therefore context. Evidence evidence therefore motivation assertion motivation interpretation , assertion demonstrate interpretation. Consequence however evidence perspective support therefore support motivation structure , illustration contrast.",explain_y,prompt_explain,10,147
e100142,1,"Context contrast perspective support , structure interpretation Therefore therefore context contrast argument structure therefore , assertion motivation conclude perspective illustration teh",explain_y,prompt_advocate,11,21
e100143,2,"Illustration however furthermore , therefore motivation contrast consequence evidence contrast motivation Coherence furthermore motivation conclude structure illustration argument illustrate demonstrate Structure furthermore , consequence evidence interpretation Furthermore argument consequence consequence evidence argument analysis teh",argue_x,prompt_explain,12,34
e100144,3,"Perspective motivation structure analysis assertion context illustrate. Furthermore perspective illustration perspective evidence motivation illustration illustration consequence consequence support. Analysis coherence , therefore motivation furthermore context. Conclude structure but sometimes , illustrate furthermore. Structure context structure demonstrate , structure therefore perspective. Motivation illustration assertion analysis , therefore interpretation evidence contrast contrast.",analyze_z,prompt_advocate,12,50
e100145,3,"Therefore analysis context illustration , consequence illustrate context coherence. Analysis assertion argument assertion analysis , motivation support. Contrast support assertion furthermore motivation illustrate furthermore evidence argument. Consequence but sometimes demonstrate , context evidence assertion demonstrate therefore therefore furthermore illustration. Coherence argument illustration contrast demonstrate , motivation furthermore. Context consequence motivation therefore but sometimes structure therefore but sometimes , furthermore interpretation interpretation analysis.",explain_y,prompt_explain,11,62
